"Parameter","Estimate","Posterior_SD","Lower95","Upper95","Rhat","ESS","Replicate","N","N_long","N12","N13","N23","Max_Rhat","Min_ESS","Fit_Status"
"alpha1_23",-0.0136341480464296,0.229301432123565,-0.481897533550523,0.419733855302079,1.00025930312744,3985.78121743803,35,500,2214,220,146,127,1.06719193388825,120.740799244489,"success"
"beta0_y",1.98959232101802,0.0722501019195787,1.84943070546411,2.13219495429947,1.00020888179998,2054.99627320532,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"beta1_y",0.50146185328331,0.0383357846866317,0.426682856322667,0.577955531085233,1.00923280843497,104.880141221886,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"beta2_y",1.05327139113508,0.0699174830181901,0.915289111504609,1.18862967457848,1.00167230059552,1212.03425700725,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"sigma_b0",1.0127711694613,0.068605918055281,0.88167276037333,1.15101666381496,1.00248717635341,2085.32863565053,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"sigma_b1",0.578453999843565,0.0253816893427801,0.530993169877461,0.630707349842494,1.00000829830705,6456.86029510231,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"rho",0.269451687592353,0.08099406961758,0.107286413769199,0.424909620480165,1.00077971533067,2283.6564744402,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"sigma_y",1.02178840186612,0.0186528669584507,0.985953413422587,1.05898618989558,1.00005667455046,11109.8301440327,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"lambda012",0.0823795008326493,0.00605639244919884,0.0709995648431159,0.0947057373909864,1.00001103972242,15846.9910013221,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"lambda013",0.0440835091591415,0.00487753777716748,0.0349968955047903,0.0540250487405483,1.00013226098153,9205.85027382786,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"lambda023",0.0992669250295072,0.0110262172693158,0.0782719537417839,0.121564645717551,1.00014609422215,9796.27376324141,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"gamma12",-0.4375403974073,0.0759598576473361,-0.586880560401924,-0.288948752251772,1.0001278916597,15093.5955139936,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"gamma13",0.722523958919631,0.0992279096930639,0.529147525968747,0.920502130604485,1.00010205223988,7788.84715906822,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"gamma23",0.432573260634346,0.11755338730471,0.206167322588983,0.66591599861047,1.00018024074418,14284.5392154961,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"alpha0_12",0.439405694637469,0.107655301807333,0.236579205779289,0.659280807968344,1.00032148556483,4592.81667821606,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"alpha0_13",0.755879092380253,0.140289163952559,0.4886941772183,1.0399678898327,1.00009227288567,4642.75422238411,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"alpha0_23",0.624699066180501,0.198873365066472,0.255701729288776,1.03736406482441,1.00054479131602,2940.00344060133,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"alpha1_12",0.0116642823873,0.151995674827624,-0.2949181098983,0.303310047610093,1.00031549103378,6673.87721539139,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"alpha1_13",0.441651219609453,0.226799158002439,-0.0206408554334806,0.871594656318058,1.00077731124314,3221.2866550063,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"alpha1_23",0.096682615696586,0.241301643382775,-0.392846825989599,0.550497930021798,1.00109467076252,3876.91145047522,36,500,2260,237,152,125,1.00923280843497,104.880141221886,"success"
"beta0_y",2.05344303923196,0.0760439273813696,1.90579372962552,2.2054756715415,1.00327407831577,1921.0558413767,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"beta1_y",0.434394160284377,0.0445448634156259,0.349411207950599,0.519470456297211,1.00065791740327,76.5283212629503,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"beta2_y",1.03530347116595,0.078128765852903,0.883255688390818,1.18951088286909,1.00091307572739,1088.26087990294,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"sigma_b0",1.0730088898436,0.0716401986050503,0.93501156248875,1.21614887504394,1.00073709242324,2053.75883031703,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"sigma_b1",0.645697244025642,0.0288998169843777,0.591757699923299,0.705247828572834,1.00085676295869,5837.78906818288,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"rho",0.335688343019352,0.0795541581701493,0.176918529488311,0.487536776944907,1.00153788226494,2207.51833241857,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"sigma_y",1.00954307200299,0.0187888070867122,0.97345064397282,1.04707415375072,1.0000746082734,12211.239223114,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"lambda012",0.0819207476010495,0.00637000400309926,0.0699668979478623,0.09490775804035,1.00021706304156,9874.1644614778,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"lambda013",0.0479568924565335,0.00539058528040781,0.0377504613618894,0.058860088023919,1.00071311134521,7179.08333202021,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"lambda023",0.0933295764144151,0.0104786787290689,0.0736903967641501,0.114562596477464,1.00021461003099,13480.2463544032,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"gamma12",-0.414073396400048,0.0808837595054378,-0.571523239031018,-0.255327357415065,0.999990404173697,13436.1265887931,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"gamma13",0.893473573348477,0.114677759058809,0.675224932160278,1.12459983690948,1.00035223671015,6478.22201206429,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"gamma23",0.580061010898444,0.115697598290116,0.355610496162907,0.809737344002136,1.0001237958397,18545.5511980843,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"alpha0_12",0.403248189169134,0.104765475035982,0.207283320320502,0.617808945273586,1.00026805587485,4202.69465121852,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"alpha0_13",0.80402003056639,0.163739138511189,0.505164801769583,1.14486306373406,1.00072836267593,2047.65919379177,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"alpha0_23",0.430549291787157,0.176631944384533,0.0993944713875545,0.795637016246161,1.0009683633504,4259.15663511823,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"alpha1_12",0.19083486949126,0.145042885882626,-0.0993014912339922,0.470145623521036,1.00027397917986,5392.87300921866,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"alpha1_13",0.0347042686196355,0.298108174432521,-0.572500125520432,0.597728909399789,1.00026296096436,1316.5073665252,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"alpha1_23",0.288529558423966,0.237231197289868,-0.186650163454387,0.741236780374294,1.00129491066076,4824.81675436859,37,500,2163,226,154,112,1.00327407831577,76.5283212629503,"success"
"beta0_y",1.97014108024106,0.0729963253680214,1.82651662512309,2.11301343493021,1.00055241443513,2060.30293731895,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"beta1_y",0.499898661954444,0.0402380072331327,0.414357238389376,0.578779227853731,1.0434729377944,94.4612630915891,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"beta2_y",0.965419219896741,0.0668843488522251,0.833296801109358,1.09509309290663,1.00120308097503,1315.08838327608,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"sigma_b0",0.968333637474202,0.0675234844522338,0.839197860184897,1.10322015976124,1.00006747598529,1953.42332004301,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"sigma_b1",0.60912145461749,0.026088409863138,0.560133146512315,0.662464937284921,1.00177295740682,6413.80433228355,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"rho",0.280641660350001,0.0809376870574019,0.119513388507307,0.437333616220383,1.00036409804796,2439.52575350309,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"sigma_y",0.998419387088905,0.0186096670488339,0.96290266147215,1.03580604418983,0.999997418702577,11687.8227103056,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"lambda012",0.0723601810832298,0.00595079242127236,0.0612315094985142,0.0844700241258485,1.00092678559092,14229.4632973341,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"lambda013",0.050380771162569,0.00515777069844745,0.0407621465159242,0.0609977742980427,1.00114627396291,12103.2492176837,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"lambda023",0.111010030454432,0.01295455757337,0.086798607210674,0.137391663237707,1.00116609384322,9899.98768744623,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"gamma12",-0.701541779479825,0.0797573458514215,-0.857173213811102,-0.544149105725756,1.00027846576015,15166.59252936,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"gamma13",0.763607040660354,0.0961064486655833,0.575457058802149,0.952307033770427,1.00004992338026,15840.9648392101,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"gamma23",0.666951410307359,0.114189213217526,0.449472810177312,0.896325117946149,1.00043799019004,12322.8362746378,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"alpha0_12",0.478090147032783,0.131654124281216,0.230430386905484,0.749830995181488,1.00024916779999,3640.88000973243,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"alpha0_13",0.608914092266709,0.159831123340378,0.299466394382074,0.930952452831869,1.0006265063753,2898.03657504579,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"alpha0_23",0.664530678153059,0.180488251766677,0.327280416900492,1.04013868868626,1.00121436168647,3772.15620109329,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"alpha1_12",0.13359902381238,0.147660856287462,-0.162259960956369,0.416681677489783,1.0006502510831,5595.57076142883,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"alpha1_13",0.352762720573131,0.230858493764713,-0.110189688899766,0.796496915808324,1.00341798945105,1975.0684154914,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"alpha1_23",0.136282678327876,0.215472366984745,-0.291692557479328,0.553384139210983,1.00210005540602,5334.13659165986,38,500,2181,219,167,118,1.0434729377944,94.4612630915891,"success"
"beta0_y",1.97059030624272,0.0704920614026269,1.83374717916361,2.11021372876386,1.00014700323973,2218.20972205676,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"beta1_y",0.424497559270942,0.0317541735338673,0.360364380599959,0.481379722499618,1.11969149576754,158.402510793739,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"beta2_y",0.977657729508508,0.069468149888688,0.839333886112731,1.11197852499674,1.00265554961014,1213.39709459485,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"sigma_b0",0.981960247311685,0.0661737113391807,0.856804613143114,1.11636179100091,1.00122809187794,2235.16246282289,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"sigma_b1",0.60141161986131,0.0251426134952405,0.554157662878308,0.652857659580493,1.00042418546226,9569.41805534303,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"rho",0.276096465766939,0.0769138766278531,0.121708540775227,0.423897415490268,1.0032061579337,2623.29565492647,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"sigma_y",1.00536513095041,0.0181995054832153,0.970579905635417,1.04202927333399,1.0000999863561,14443.2342362027,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"lambda012",0.0774956498333588,0.0059864260961064,0.0661676092289547,0.0896851686362246,1.00104855503084,12243.9938967949,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"lambda013",0.0374131570079843,0.00454749501318124,0.0288695815255908,0.0467349443467781,1.00038581257296,10479.8403631507,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"lambda023",0.0897411400779598,0.0102722768079021,0.0704027115718033,0.110710289945319,1.00008394462977,16626.4392170684,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"gamma12",-0.424573390799594,0.075688817623964,-0.573748075915284,-0.277791293468464,0.999993886372068,10672.8365190784,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"gamma13",0.780961356780654,0.10978237796799,0.569431708960185,0.999104858659289,1.00005973531931,8147.92887062998,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"gamma23",0.46945591765102,0.115602737016757,0.243872576913171,0.699154591069109,1.00037925187511,18853.8713916653,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"alpha0_12",0.564269771783125,0.11800940592412,0.342824297242004,0.806697700257804,1.00053637500272,4461.03474633758,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"alpha0_13",0.913331172841822,0.180543085882961,0.573695430299017,1.28435396976653,1.00000335793261,2761.13689654331,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"alpha0_23",0.552991957450797,0.15780282817244,0.252708768071939,0.876044129887401,1.00011405561153,6729.0707593032,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"alpha1_12",0.0357715467609846,0.145392065471337,-0.254352634830909,0.317095161653732,1.00037265220782,7273.59436273895,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"alpha1_13",0.0751030720438181,0.275006310950085,-0.486575904632595,0.591071948853703,1.00870887465992,2614.54319778712,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"alpha1_23",0.086803011711903,0.211618714480556,-0.334380768428795,0.492970499535063,1.00057215254985,11156.6777962187,39,500,2239,232,137,112,1.11969149576754,158.402510793739,"success"
"beta0_y",2.12230836613667,0.0739938649616463,1.97704648196131,2.26941602268819,1.00049055666742,1948.1924645371,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
"beta1_y",0.463936613197699,0.0395661880778857,0.388661646304828,0.543862973307994,1.0072750650368,90.2431890103246,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
"beta2_y",1.05029983531773,0.0769029203177681,0.90132830280915,1.20058584921695,1.00159162805038,1086.69351147138,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
"sigma_b0",1.03328533677089,0.0700446582624875,0.901151935359463,1.17554126092217,1.0001102895634,2206.92519036123,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
"sigma_b1",0.610362975171968,0.0259143290786115,0.561720285898515,0.663185928006117,1.00006342063741,8702.00294408333,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
"rho",0.196834265122709,0.0764944310566901,0.045385875044793,0.345147459087891,1.00016637524041,3689.71215943872,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
"sigma_y",1.00443722467578,0.0185330852695177,0.968996195997301,1.04120160328559,1.00001369183319,12720.4868424955,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
"lambda012",0.0885305182844262,0.00629644916765847,0.0765564843220139,0.101386726578481,1.00006553754366,17380.9071217432,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
"lambda013",0.0403976683012332,0.00504843801705656,0.0308854317258024,0.0506960382702032,1.0000046772993,8424.47641550987,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
"lambda023",0.102515834616641,0.0112121038800097,0.0816265828157503,0.125666880862662,1.00007071889682,8853.73323887443,40,500,2228,249,151,136,1.0072750650368,90.2431890103246,"success"
