"N","replicate","parameter","estimate","posterior_sd","lower","median","upper","rhat","ess","censor_before_first","n12","n13","n23","converged"
500,3,"gamma12",-0.602275866098131,0.0795152178393708,-0.758966701129604,-0.602707338521032,-0.44708214763883,1.00027340170501,7187.53590589848,0.368,191,125,85,TRUE
500,3,"gamma13",0.769967946523231,0.113984154858736,0.546195739704316,0.770761901591185,0.994369420249564,1.00037433599438,4028.70747379071,0.368,191,125,85,TRUE
500,3,"gamma23",0.307299990327056,0.12197220346066,0.0689057518639534,0.306687097102979,0.551936342492682,1.000217842821,7854.30777675926,0.368,191,125,85,TRUE
500,4,"lambda012",0.0851012232028314,0.0064688679742248,0.0728055651241003,0.0849581580081892,0.0982296267917586,1.00027487510227,7079.07904573673,0.348,204,122,78,TRUE
500,4,"lambda013",0.0461115760160804,0.00485827807257671,0.0369987053242597,0.0459454175098539,0.0560911265474949,0.999970153071547,5044.64884213987,0.348,204,122,78,TRUE
500,4,"lambda023",0.092659895130357,0.0103170032542249,0.073818860085252,0.092264393600858,0.113920720484333,1.00020941984732,9507.24457013034,0.348,204,122,78,TRUE
500,4,"gamma12",-0.397880758639441,0.0706153964241671,-0.535460392608084,-0.397957387955256,-0.257879600756681,1.00008118203278,6942.73740452584,0.348,204,122,78,TRUE
500,4,"gamma13",0.692418512886865,0.0959051917903201,0.508943907650284,0.691650112703502,0.880083449315818,1.00084954607296,5117.67062180111,0.348,204,122,78,TRUE
500,4,"gamma23",0.501889445688361,0.126431340488138,0.257005041133549,0.500325192586915,0.754536008231337,1.0004527693739,8918.05034020566,0.348,204,122,78,TRUE
500,5,"lambda012",0.0712098868600542,0.00588334219775661,0.0601398089443952,0.0711005578375928,0.0831710848252603,1.00099080732495,6395.70346283784,0.412,179,115,66,TRUE
500,5,"lambda013",0.0433149467046067,0.00471104686759618,0.0347109924643237,0.0430897340404625,0.0530049674940024,0.999969042707532,5355.29395061536,0.412,179,115,66,TRUE
500,5,"lambda023",0.100950772071788,0.0124883708865507,0.0778082030840797,0.100389327747263,0.126826612954086,1.0006044890851,8281.60516473795,0.412,179,115,66,TRUE
500,5,"gamma12",-0.560967106739121,0.079866065989715,-0.715499480069165,-0.559720268972416,-0.407228202573116,1.00005519709792,6346.52808598977,0.412,179,115,66,TRUE
500,5,"gamma13",0.616847893824183,0.103226237613279,0.415661900250798,0.615568389564355,0.81745800175666,1.00034565781599,5537.55951699683,0.412,179,115,66,TRUE
500,5,"gamma23",0.531737356165631,0.136719886417795,0.264745151154767,0.531796820021674,0.80117038658735,1.00012104530032,8651.51910248899,0.412,179,115,66,TRUE
500,6,"lambda012",0.0827332821030081,0.00661496350320524,0.070393403829482,0.0825074207318115,0.0964278966694862,1.00126674430847,6061.32226586735,0.362,195,124,92,TRUE
500,6,"lambda013",0.0459571927170685,0.0051965255797749,0.0363963522531891,0.0457424530264564,0.0566496081498411,1.00037979380358,4320.63089421407,0.362,195,124,92,TRUE
500,6,"lambda023",0.1273335659867,0.0135272952347891,0.102468271153842,0.126791703995519,0.155539034103605,1.0002336834441,8093.19693508754,0.362,195,124,92,TRUE
500,6,"gamma12",-0.535417181532068,0.0758523275248669,-0.682148960104779,-0.5365426896718,-0.385149014974772,1.00115095148822,5920.55812791716,0.362,195,124,92,TRUE
500,6,"gamma13",0.939858892312753,0.106511868733396,0.732864779815394,0.940130382729298,1.14848883008759,0.999991689603464,4211.59401998168,0.362,195,124,92,TRUE
500,6,"gamma23",0.575764063992184,0.132331604051498,0.319378764894673,0.57463875168946,0.836941301938236,1.00039347182114,7996.92349955338,0.362,195,124,92,TRUE
500,7,"lambda012",0.0800023123624121,0.00634610850419087,0.0678501731414612,0.0799072031620042,0.0927741546092479,1.00024723996331,6111.34986924035,0.402,193,106,75,TRUE
500,7,"lambda013",0.0402773634880637,0.00468845513428492,0.0315654155176311,0.0400881724667985,0.0498905236563814,1.00031303765639,5072.42809196543,0.402,193,106,75,TRUE
500,7,"lambda023",0.0950394303073731,0.0111363710601752,0.0743450989608357,0.0946651945641976,0.118138373994186,1.00018238871205,8490.06760642984,0.402,193,106,75,TRUE
500,7,"gamma12",-0.504818542303784,0.0773710876772897,-0.656439379615523,-0.504529430526937,-0.353977165212333,1.00095653778233,6704.03461478725,0.402,193,106,75,TRUE
500,7,"gamma13",0.815176588646542,0.111622585706752,0.596829408556765,0.815998705461726,1.0361277990317,1.00015471523121,4794.97028837371,0.402,193,106,75,TRUE
500,7,"gamma23",0.446875213914491,0.12142795398514,0.209124574953907,0.446812611043518,0.688457153245384,1.00019784927157,8188.65696703873,0.402,193,106,75,TRUE
500,8,"lambda012",0.0724949362852946,0.00586282878966571,0.0615977909947688,0.0723431572019874,0.0844599470096225,1.00006642387114,6503.13988195243,0.406,179,118,83,TRUE
500,8,"lambda013",0.0459680765744483,0.00481170665001111,0.0368215454331333,0.045848309790886,0.0557519845456637,1.00010330211965,5765.42205353303,0.406,179,118,83,TRUE
500,8,"lambda023",0.130105960820216,0.0143599069035804,0.103660513106487,0.129580941327206,0.159944143942954,1.00020966445179,8855.23503448205,0.406,179,118,83,TRUE
500,8,"gamma12",-0.554806996547671,0.0853624683972712,-0.722671793456737,-0.556249330728036,-0.390646255201662,1.00067113315029,6422.59214237107,0.406,179,118,83,TRUE
500,8,"gamma13",0.634485024475703,0.105850718309109,0.425091736460845,0.634505819539793,0.844471639544835,1.00035484487522,6020.96167267241,0.406,179,118,83,TRUE
500,8,"gamma23",0.6791193497594,0.132713446411234,0.42039295378269,0.678269483139551,0.942312374121761,1.00045011877693,8228.03896528874,0.406,179,118,83,TRUE
500,9,"lambda012",0.0780332838002119,0.0060870445754319,0.0665533272635092,0.0779105985521563,0.0904639407747413,1.00030386235426,6991.67014957206,0.376,190,122,97,TRUE
500,9,"lambda013",0.0437937422455648,0.00470957601628343,0.0350191623828964,0.0436315822133938,0.0533782168644357,1.00078284502641,4499.16790956219,0.376,190,122,97,TRUE
500,9,"lambda023",0.134457761665622,0.0135935189639476,0.1095101589315,0.133879123756499,0.162325861466089,1.00006546664922,8550.29332064364,0.376,190,122,97,TRUE
500,9,"gamma12",-0.530516215725519,0.0755818224808408,-0.67953811719399,-0.530628845370854,-0.383656325971183,1.0000354981286,7243.69215507702,0.376,190,122,97,TRUE
500,9,"gamma13",0.704271780817536,0.0967274066919581,0.513285489656758,0.703993596604132,0.896177035543067,1.00053119167207,4739.3082460206,0.376,190,122,97,TRUE
500,9,"gamma23",0.434959033836855,0.104417815104389,0.230930378140914,0.434460190254764,0.640346342668862,0.999932323815983,8743.42759394103,0.376,190,122,97,TRUE
500,10,"lambda012",0.0653687860211799,0.00540391617336772,0.0551989006765806,0.065261586665335,0.0763900771243704,1.00062472026693,6711.69565821543,0.456,163,109,68,TRUE
500,10,"lambda013",0.0398388607307361,0.00438393373355203,0.0316771353078898,0.0396971887526998,0.0487905808536337,1.00037423332588,5244.73728863743,0.456,163,109,68,TRUE
500,10,"lambda023",0.108082222387724,0.0127212778522018,0.0846131153217769,0.107452284297038,0.134486778714123,1.00037606680234,8974.62696441494,0.456,163,109,68,TRUE
500,10,"gamma12",-0.493700939647471,0.0831091321767755,-0.657715032131772,-0.493802364944842,-0.331000189131338,1.00111729350832,7027.03279887935,0.456,163,109,68,TRUE
500,10,"gamma13",0.646817677209355,0.108685556911893,0.433336650397363,0.646779260596474,0.860042535841624,1.00037774136172,5127.56165669305,0.456,163,109,68,TRUE
500,10,"gamma23",0.603167859363446,0.124391538302984,0.36404513386148,0.603626639507598,0.850202093349704,1.0002599045903,9354.37971329472,0.456,163,109,68,TRUE
500,11,"lambda012",0.0834269926238785,0.0064509022044732,0.0711759838142902,0.0833097381686277,0.0963576128519412,1.00032398493129,6803.22606767854,0.352,192,132,86,TRUE
500,11,"lambda013",0.0453020474822714,0.00498276244891689,0.0360596169313888,0.0451232497033728,0.0557089128752702,1.00056606940145,4477.42575363042,0.352,192,132,86,TRUE
500,11,"lambda023",0.110128945825049,0.0115506239651455,0.0885170929866174,0.109729703427254,0.133566196087385,1.00021832176184,9006.31490856007,0.352,192,132,86,TRUE
500,11,"gamma12",-0.559217584593397,0.079536177534649,-0.714502405074877,-0.558584303237208,-0.403206842230925,1.00049919801595,7024.08223869185,0.352,192,132,86,TRUE
500,11,"gamma13",0.755900485211644,0.0887335343177446,0.581685916925764,0.756246469612575,0.927990141675538,1.00131170660738,4115.46378614212,0.352,192,132,86,TRUE
500,11,"gamma23",0.491255669010012,0.103446885488793,0.289762410713622,0.491280736038233,0.695153228267434,1.00006267817559,9542.06207772269,0.352,192,132,86,TRUE
500,12,"lambda012",0.0759699756300514,0.00612371486844392,0.0643856847498524,0.075837822862801,0.0883799947533866,1.00046025146891,6173.63964820452,0.38,192,118,77,TRUE
500,12,"lambda013",0.0438500808869605,0.00479590385394822,0.03488409236018,0.0436496608632323,0.0536798229330178,1.00084981229107,5155.10407540704,0.38,192,118,77,TRUE
500,12,"lambda023",0.112326837081379,0.0129799090880021,0.088298964940333,0.111858154204804,0.138987838494058,1.00036223520009,7913.58354369917,0.38,192,118,77,TRUE
500,12,"gamma12",-0.645675824319325,0.0784342239737653,-0.800326165325082,-0.645156138800103,-0.490740702208805,1.00001435482533,6043.78546487928,0.38,192,118,77,TRUE
500,12,"gamma13",0.747984660867781,0.0988854677031444,0.559413114603782,0.747012622746763,0.945416161221118,1.00070263244066,5041.89932516657,0.38,192,118,77,TRUE
500,12,"gamma23",0.577194070269573,0.12858519844791,0.32600344670369,0.577619804488287,0.832799979942615,1.00006980603725,8526.9455531829,0.38,192,118,77,TRUE
500,13,"lambda012",0.0748968656741062,0.00585829684183061,0.0638028734235509,0.0748426174796074,0.0867032061945252,1.00037368415855,7935.83549719652,0.436,180,102,78,TRUE
500,13,"lambda013",0.0385369622701443,0.00438213165478889,0.0303778616713077,0.0384125245443848,0.0475515645377036,0.999977217082405,5176.59033729489,0.436,180,102,78,TRUE
500,13,"lambda023",0.113586593804214,0.0125833378943608,0.0906668327361464,0.113064134429891,0.139612203275788,1.00030517988668,9133.31366722855,0.436,180,102,78,TRUE
500,13,"gamma12",-0.460059308199487,0.077216775137114,-0.60970023562129,-0.460527514397142,-0.305351943293612,1.00061807929674,7120.68911689452,0.436,180,102,78,TRUE
500,13,"gamma13",0.66547179131581,0.11596207472852,0.437291643031482,0.665534568423361,0.894838069341678,1.00068518482366,5325.30782244765,0.436,180,102,78,TRUE
500,13,"gamma23",0.427552791281635,0.120526086231957,0.190952565169062,0.427473271467472,0.662846641504377,1.00026174791355,8665.43470827171,0.436,180,102,78,TRUE
500,14,"lambda012",0.0765416705007983,0.00610342357798606,0.0651784571955693,0.0763265405718922,0.0891891813649546,1.00013866255788,7081.35404389487,0.37,186,129,81,TRUE
500,14,"lambda013",0.0448574044114488,0.00487503810115181,0.035690215187407,0.0446926361678588,0.0548551366540546,1.00068524883734,4445.02419841443,0.37,186,129,81,TRUE
500,14,"lambda023",0.125418761091681,0.0139614405864048,0.0995499839733275,0.124961031744062,0.154352140606114,1.00038555133495,9026.06303014253,0.37,186,129,81,TRUE
500,14,"gamma12",-0.489415053196664,0.0807621151624482,-0.649930879664709,-0.488906915513647,-0.332323512767109,1.00017499021886,6630.94283482311,0.37,186,129,81,TRUE
500,14,"gamma13",0.768301847855626,0.0928409206137188,0.583818547077088,0.768532666920598,0.948228001145496,1.00027395483328,4134.29622098514,0.37,186,129,81,TRUE
500,14,"gamma23",0.634748673385723,0.131082769278647,0.373630747639525,0.634798367644314,0.88454612271278,1.0002286677231,8642.42258641551,0.37,186,129,81,TRUE
500,15,"lambda012",0.0812015913720161,0.00617652765127238,0.0695850717964391,0.0810451303371478,0.0937713676735625,1.00046959179223,7512.96448923258,0.402,195,104,91,TRUE
500,15,"lambda013",0.0329051309097969,0.00416589439816921,0.0253949786120157,0.032702272864,0.0416603263637436,1.0010787047459,3668.52011238533,0.402,195,104,91,TRUE
500,15,"lambda023",0.127019188595164,0.0133188250833069,0.102303086924183,0.126507520372256,0.154591659218022,1.00003754913137,8547.9170031737,0.402,195,104,91,TRUE
500,15,"gamma12",-0.44804534482292,0.0772872984272064,-0.602324524671122,-0.447590339288825,-0.298803309947039,1.000075338553,6617.42321464681,0.402,195,104,91,TRUE
500,15,"gamma13",0.942614621920987,0.10558841297246,0.730360364748725,0.943689286054578,1.14599435853466,1.00123394003498,3477.43146642166,0.402,195,104,91,TRUE
500,15,"gamma23",0.500414843864363,0.130985607484509,0.248363648168095,0.49923859137084,0.759164530004188,1.00002061456318,8144.94620277663,0.402,195,104,91,TRUE
500,16,"lambda012",0.0868297751179661,0.00654864207237428,0.0744513481857774,0.0866882293032035,0.100059582945397,0.99999890186082,7872.6084964702,0.39,189,116,71,TRUE
500,16,"lambda013",0.0453152408065646,0.00501162958618385,0.0360380198074756,0.0451545143389989,0.0556087601213304,1.0000801522866,5026.77507219333,0.39,189,116,71,TRUE
500,16,"lambda023",0.0941945806244563,0.0109711710402104,0.0737504879147128,0.0938537320682674,0.116815490207451,1.00016453754214,9102.80505470128,0.39,189,116,71,TRUE
500,16,"gamma12",-0.487881099072001,0.0757904977026033,-0.633947237079532,-0.488716853119288,-0.337740712844105,1.00070789906677,7553.1631636557,0.39,189,116,71,TRUE
500,16,"gamma13",0.646184366333124,0.108975008363482,0.432455691981019,0.645663842571729,0.8572704694793,1.00020512893452,4915.87148362806,0.39,189,116,71,TRUE
500,16,"gamma23",0.582075019460508,0.114862582734892,0.35437587715362,0.582384053249316,0.80832611350906,1.00011584917394,9575.68278657665,0.39,189,116,71,TRUE
500,17,"lambda012",0.0808883524395114,0.00619705762738958,0.0693352182837734,0.0807528795009412,0.0935513628266233,1.00005769253836,7441.18281110965,0.414,190,103,71,TRUE
500,17,"lambda013",0.0352430497037279,0.00430383448079068,0.0272922969591558,0.0350296556281957,0.0441915230195733,1.00142412844079,4145.15353741527,0.414,190,103,71,TRUE
500,17,"lambda023",0.0989589052037656,0.0116675203488338,0.0777295472038049,0.0983716443679666,0.123092230973987,1.0004692343072,8715.9392336419,0.414,190,103,71,TRUE
500,17,"gamma12",-0.502814374810064,0.0826979233222346,-0.663463726136024,-0.50277184926474,-0.339517158547422,1.00009443959001,7590.85997312867,0.414,190,103,71,TRUE
500,17,"gamma13",0.899348161167943,0.118771997092399,0.662221332044556,0.900020056125318,1.13317741748596,1.00268611376941,4036.16334084934,0.414,190,103,71,TRUE
500,17,"gamma23",0.496704092831385,0.141431878099707,0.221301483174313,0.495605751522116,0.777179564757333,1.00061398106765,8810.96947426547,0.414,190,103,71,TRUE
500,18,"lambda012",0.067447628542375,0.00576687852051298,0.0565620282010403,0.0673427663543697,0.079074190464985,1.00179583605856,5003.18338236251,0.384,187,121,71,TRUE
500,18,"lambda013",0.0454337107927908,0.00467315340049635,0.0368156729498919,0.0452580104646628,0.0550437706859658,1.00010940991398,5599.39763013528,0.384,187,121,71,TRUE
500,18,"lambda023",0.0972284237304639,0.0117488508334832,0.0755471568778593,0.0968181512604242,0.1212376510967,1.00026316341134,7579.37027932738,0.384,187,121,71,TRUE
500,18,"gamma12",-0.602143701624284,0.0796444025968774,-0.755239343232814,-0.602726864119651,-0.448021730890144,1.00148012411738,5246.84423677627,0.384,187,121,71,TRUE
500,18,"gamma13",0.766966490646607,0.101005978246389,0.567922974452202,0.767732265323646,0.964674752192687,1.00018916915157,5569.1832912326,0.384,187,121,71,TRUE
500,18,"gamma23",0.354225752973032,0.11786265066509,0.121713029520445,0.354584114706231,0.582217580308971,1.00015482839658,8647.10847070529,0.384,187,121,71,TRUE
500,19,"lambda012",0.0644917474196322,0.00561512294540007,0.0541774971464359,0.064352943973018,0.0759946489084591,1.00014792438701,5627.94654484842,0.408,175,121,82,TRUE
500,19,"lambda013",0.047010227787107,0.00491191556112236,0.037920799091748,0.0468911046491726,0.0571031526351111,1.00034422838005,5511.67181419596,0.408,175,121,82,TRUE
500,19,"lambda023",0.123629237510818,0.0150404959892381,0.0955274012958206,0.122962384740207,0.154567813288115,1.00091284719111,6624.89401491107,0.408,175,121,82,TRUE
500,19,"gamma12",-0.735894682083001,0.0813143427378981,-0.890080232226146,-0.737080593626006,-0.57426422958581,1.00007793233026,5852.0235903934,0.408,175,121,82,TRUE
500,19,"gamma13",0.756881894761575,0.10971156870981,0.545689022890224,0.755368627844492,0.97724192557387,1.00017358844411,5458.71204496566,0.408,175,121,82,TRUE
500,19,"gamma23",0.305471404011346,0.119907525705122,0.074222302876653,0.305179924015166,0.54417890906256,1.00057027440604,6795.10131472659,0.408,175,121,82,TRUE
500,20,"lambda012",0.0775261669248984,0.00616893842463501,0.0659729376323865,0.077317986023951,0.0901599470454472,1.0000222789571,7011.7645717139,0.374,184,129,77,TRUE
500,20,"lambda013",0.045626395576402,0.00490903557414227,0.0365587182002068,0.0455154022901489,0.0557972766909769,0.999964695671335,4491.12605167765,0.374,184,129,77,TRUE
500,20,"lambda023",0.124553453246312,0.0141685930681155,0.098258218351743,0.123942986431635,0.153761474340995,1.00027658575297,8778.98038942335,0.374,184,129,77,TRUE
500,20,"gamma12",-0.513956128372529,0.0782912506335042,-0.665490631915045,-0.51456272114925,-0.35930945939152,1.0000294737706,7073.90716726481,0.374,184,129,77,TRUE
500,20,"gamma13",0.681767228186525,0.0872647802460299,0.510503479370563,0.681865280699965,0.852082351423815,1.00039308894099,4330.80473972277,0.374,184,129,77,TRUE
500,20,"gamma23",0.63868148990319,0.127149496766799,0.386614824482174,0.637421397133135,0.891587679503074,1.00006902613198,8886.90412886949,0.374,184,129,77,TRUE
500,21,"lambda012",0.0847286335565157,0.00660189777143818,0.0722169035846399,0.0846475085560147,0.0980133782052266,1.00004515915695,6913.45927710036,0.374,196,117,85,TRUE
500,21,"lambda013",0.0454706445326635,0.0050062211638882,0.0361500182233393,0.0453340618843669,0.055769391258162,1.00256071133473,4744.80362933255,0.374,196,117,85,TRUE
500,21,"lambda023",0.109671116710982,0.0121104194560486,0.0870345821970757,0.109253744701171,0.135116418342386,1.00038041066457,8076.50423466589,0.374,196,117,85,TRUE
500,21,"gamma12",-0.574744465071616,0.0718810418174216,-0.713037089427006,-0.575031494698396,-0.431876971197387,1.00044371075687,7077.82283934793,0.374,196,117,85,TRUE
500,21,"gamma13",0.640772028345687,0.104882144925331,0.430108360024478,0.64147924502677,0.847559447326236,1.00140512787226,4693.03143415855,0.374,196,117,85,TRUE
500,21,"gamma23",0.488302642435081,0.119841389471163,0.255260694099722,0.48713765146296,0.72987193286959,1.00040776066542,7544.8738398296,0.374,196,117,85,TRUE
500,22,"lambda012",0.076389659786904,0.00604729799707437,0.0650554074721699,0.07622974534723,0.0888594989429482,1.00081624376087,7325.75208226227,0.418,181,110,72,TRUE
500,22,"lambda013",0.0368942259965612,0.00440295961590685,0.0287036477617441,0.0366917518579701,0.0461468294493475,1.00088337657861,4260.58741125194,0.418,181,110,72,TRUE
500,22,"lambda023",0.098754924580171,0.0115163846272243,0.0774140639911006,0.0982437294863781,0.122369807369209,1.00074672015505,9103.05329286765,0.418,181,110,72,TRUE
500,22,"gamma12",-0.516088419360846,0.0765701536585046,-0.663126340666656,-0.516654067703741,-0.366209118080585,1.00004688029923,7593.22128916754,0.418,181,110,72,TRUE
500,22,"gamma13",0.763666748385836,0.0967893229233038,0.570447412453826,0.764323477199201,0.954335506350888,1.00018149321651,4128.33049060086,0.418,181,110,72,TRUE
500,22,"gamma23",0.561890578629763,0.146522290042317,0.279029268834695,0.562184101301124,0.852276328539585,1.00008202019974,9163.03421338332,0.418,181,110,72,TRUE
500,23,"lambda012",0.0736819030859608,0.00618100415174184,0.0621622150379135,0.0735416893705206,0.0862136302742117,1.00089163469739,6216.47388383866,0.412,177,117,77,TRUE
500,23,"lambda013",0.0445648069925475,0.00488146482813865,0.0355188810119894,0.0443911965819039,0.0547092898860477,1.00051545154737,5119.80721641236,0.412,177,117,77,TRUE
500,23,"lambda023",0.106399118270445,0.0123578606623975,0.0836738587622421,0.105997969991378,0.132004008875186,1.00014061873547,8267.85668361773,0.412,177,117,77,TRUE
500,23,"gamma12",-0.495796678152492,0.0808464892334509,-0.657523725573246,-0.494152765597381,-0.340335097634129,1.00000148422359,6095.20315203743,0.412,177,117,77,TRUE
500,23,"gamma13",0.701403365241931,0.0943302437132034,0.516388452690591,0.701719351907948,0.887297334345207,1.00061431502212,4849.22770032304,0.412,177,117,77,TRUE
500,23,"gamma23",0.32704481040867,0.121090971068753,0.0931692785048491,0.327216842353688,0.567245864774934,1.00050239146122,7636.89980355959,0.412,177,117,77,TRUE
500,24,"lambda012",0.0769913502985196,0.00625991620718952,0.0652424941587052,0.0768571974619882,0.0897396942166349,1.00039159013121,6454.2977302902,0.404,191,107,72,TRUE
500,24,"lambda013",0.0384635962217936,0.00454781206384892,0.0300606880569483,0.0383027328615631,0.047779309912881,1.00029087141919,4602.22717769983,0.404,191,107,72,TRUE
500,24,"lambda023",0.0929202659743743,0.0111128976800689,0.0727797875574705,0.0924769298629785,0.116168006944341,1.00084102816123,8500.53076950556,0.404,191,107,72,TRUE
500,24,"gamma12",-0.474015084688235,0.078645337670663,-0.629406752396081,-0.473664092584644,-0.322163806759132,1.000381808361,6339.5691691978,0.404,191,107,72,TRUE
500,24,"gamma13",0.796046755344958,0.106607225975517,0.589762661689115,0.794892110546116,1.00851456484943,1.00028434432945,4607.66716872957,0.404,191,107,72,TRUE
500,24,"gamma23",0.505374436461107,0.133849484611069,0.243191107300618,0.505646341174113,0.77058985446141,1.00090283196888,8583.8174837473,0.404,191,107,72,TRUE
500,25,"lambda012",0.0782130107215375,0.00645420272400556,0.0661213880351715,0.0780490719087096,0.0912886301918004,1.00010453816146,5346.21188335415,0.408,197,99,81,TRUE
500,25,"lambda013",0.0396921295750641,0.00461212525704986,0.0311996494238226,0.0395592490724721,0.0491730230687739,1.00007091859329,5323.32914703055,0.408,197,99,81,TRUE
500,25,"lambda023",0.103209162823814,0.0120364495756645,0.080684981994124,0.102652650423144,0.127964523386686,1.00031248636982,6977.25935526182,0.408,197,99,81,TRUE
500,25,"gamma12",-0.617794150816776,0.0762451138552807,-0.76668375504513,-0.617953414568641,-0.469912984682529,0.999916064593891,5019.84698199688,0.408,197,99,81,TRUE
500,25,"gamma13",0.781023830933004,0.120804840426738,0.5437967272719,0.78151706981355,1.02250764488242,0.999995932622841,5228.38261170938,0.408,197,99,81,TRUE
500,25,"gamma23",0.538992415251273,0.140787083673492,0.266935856861669,0.53851177556377,0.816370722354872,1.00064893207956,6614.25793208368,0.408,197,99,81,TRUE
500,26,"lambda012",0.0819612344177169,0.00653428134458014,0.0697088891742898,0.0817627584208346,0.0953432633622433,1.00008234321192,6372.23693938918,0.388,192,114,69,TRUE
500,26,"lambda013",0.0429255390494554,0.00487578625707757,0.0339562180880848,0.0427425948049092,0.0531930078520916,1.00017784404831,4559.91165152681,0.388,192,114,69,TRUE
500,26,"lambda023",0.0861299511651659,0.0104179345115083,0.066999475641055,0.0857124502086796,0.108003900517725,0.999945630492397,8639.14141471459,0.388,192,114,69,TRUE
500,26,"gamma12",-0.566473886371208,0.0769589926850074,-0.717392757153808,-0.566051879779993,-0.416243077866971,1.00016776308435,6250.83752927292,0.388,192,114,69,TRUE
500,26,"gamma13",0.777587199781127,0.106772453267284,0.57084773193533,0.775776484528996,0.990788139974471,1.00057206301335,4448.70325777264,0.388,192,114,69,TRUE
500,26,"gamma23",0.351922649582327,0.122619183418387,0.112927785067394,0.351158927988806,0.593318072998499,1.0000795646814,9243.60837319241,0.388,192,114,69,TRUE
500,27,"lambda012",0.0711479979484495,0.00578531212831725,0.0602939278911957,0.0710255432957873,0.0829707135913111,1.00074466046305,7037.79762141335,0.404,175,123,68,TRUE
500,27,"lambda013",0.0449726053394685,0.00471378366435545,0.0361888244774567,0.0448409531084929,0.0546416682927581,1.0002492759161,5054.6821061809,0.404,175,123,68,TRUE
500,27,"lambda023",0.0984688426267578,0.0115850692306849,0.0770390367897005,0.097966844115445,0.122442622759711,1.00043913498308,9227.92078291577,0.404,175,123,68,TRUE
500,27,"gamma12",-0.389071884053698,0.0779755569357373,-0.539887693530122,-0.390845429685357,-0.235735592399032,1.00001046592436,7425.88082668505,0.404,175,123,68,TRUE
500,27,"gamma13",0.787822085392311,0.103010760775274,0.585622889155101,0.787472608441737,0.990997858547701,1.0003999720275,5081.69974430744,0.404,175,123,68,TRUE
500,27,"gamma23",0.609795428092496,0.152847326393638,0.318856116013584,0.608277914669204,0.918138902894528,1.00007390240214,8897.83362605415,0.404,175,123,68,TRUE
500,28,"lambda012",0.0804219720888053,0.00641897678092266,0.0684507679102464,0.0802840044757878,0.0935502278807031,1.00039187705244,6772.02875326953,0.39,188,117,75,TRUE
500,28,"lambda013",0.0427490953000444,0.00486379894109338,0.0336378423137159,0.0426363989458678,0.0526357888399794,1.00019168056518,4250.58554455716,0.39,188,117,75,TRUE
500,28,"lambda023",0.0995502915710135,0.0117191157361622,0.0774623896397641,0.0991512724104983,0.123573078711847,1.00051211520408,7707.40324937347,0.39,188,117,75,TRUE
500,28,"gamma12",-0.407525646882498,0.0825894290346755,-0.569445974859991,-0.407215345342359,-0.246645862046018,1.00000553463915,6494.47268134136,0.39,188,117,75,TRUE
500,28,"gamma13",0.905668830841266,0.101851770958841,0.706635848609168,0.905143676534772,1.10635219138915,1.00032807960916,4312.21776602477,0.39,188,117,75,TRUE
500,28,"gamma23",0.367695563718825,0.136253295547181,0.105634116961524,0.367160949106609,0.640145353285929,1.0003610284599,8167.58379092094,0.39,188,117,75,TRUE
500,29,"lambda012",0.0840412694616717,0.00633234305797423,0.0720760066453921,0.0838812433259981,0.0968590790645871,1.00013305949395,7509.66352120387,0.38,191,119,89,TRUE
500,29,"lambda013",0.0431656087986411,0.00475172217434197,0.034317284723864,0.0430551866938978,0.0529801571240281,1.00026935236416,4976.63133901639,0.38,191,119,89,TRUE
500,29,"lambda023",0.114976753047223,0.0121310326783755,0.0924497732032137,0.114497275141672,0.139951315381474,1.0002049158634,9233.55649165719,0.38,191,119,89,TRUE
500,29,"gamma12",-0.348001883144229,0.0771263830352285,-0.500986372998982,-0.347147192864422,-0.197246909113335,1.00014011763061,7960.16192561451,0.38,191,119,89,TRUE
500,29,"gamma13",0.764284295885638,0.0960808273921418,0.578515260974866,0.763673905672464,0.951721848160549,1.00104554801213,4671.10236868266,0.38,191,119,89,TRUE
500,29,"gamma23",0.440000243719678,0.115174348185095,0.215140122188327,0.440193269397184,0.662861854773181,1.0004315712503,9054.08196659362,0.38,191,119,89,TRUE
500,30,"lambda012",0.0826040834662766,0.00651505137495853,0.0702825099016806,0.0824137295500526,0.0959296190907019,1.00103664263121,6987.76724008454,0.39,185,120,86,TRUE
500,30,"lambda013",0.0479331958626598,0.00523561446507271,0.038220615892073,0.0477246719463262,0.0588626966398523,1.00107359914884,4955.3779465549,0.39,185,120,86,TRUE
500,30,"lambda023",0.115046221874786,0.0123288923670804,0.0922933675986387,0.114677937390547,0.140045872519588,1.00007639094366,9179.86806079331,0.39,185,120,86,TRUE
500,30,"gamma12",-0.45958171517084,0.076116766348075,-0.610830421113187,-0.459527734942976,-0.308980818037352,1.00072312345804,6538.00097893917,0.39,185,120,86,TRUE
500,30,"gamma13",0.710375579958427,0.101913257786126,0.506561372869951,0.711256202118631,0.907264816503097,1.00072417186558,5059.88161150794,0.39,185,120,86,TRUE
500,30,"gamma23",0.406136966553625,0.106096788043438,0.201084782533724,0.405690569933044,0.61545578678957,1.00008972007975,9156.76936875277,0.39,185,120,86,TRUE
500,31,"lambda012",0.0690572548615707,0.00561611551856492,0.0585496560204147,0.0688449898558756,0.0805953673713662,1.00022156282474,6297.15011665637,0.394,185,118,77,TRUE
