"N","parameter","true_value","successful_replicates","mean_estimate","empirical_sd","mean_posterior_sd","bias","relative_bias","mse","rmse","coverage_95","mcse_mean","mean_rhat","max_rhat","mean_ess","convergence_rate"
500,"lambda012",0.08,100,0.0788549130965593,0.00632687043087498,0.00625999801422412,-0.00114508690344071,-0.0143135862930088,0.0000409402205710208,0.00639845454551494,0.92,0.000632687043087498,1.00040477935367,1.00179583605856,6817.33061588879,1
500,"lambda013",0.04,100,0.0431003087491313,0.00495473180999788,0.00478177028622097,0.00310030874913129,0.0775077187282822,0.0000339157879758549,0.0058237262964407,0.92,0.000495473180999788,1.00049104697562,1.00256071133473,4767.5445246113,1
500,"lambda023",0.1,100,0.108993070915405,0.0137080774134129,0.0123113317923538,0.00899307091540525,0.0899307091540524,0.000266907596997907,0.0163373069077467,0.82,0.00137080774134129,1.00030691288208,1.00117194410701,8446.70440480653,1
500,"gamma12",-0.5,100,-0.504851671357213,0.0795787482561505,0.0785026616006739,-0.00485167135721262,0.00970334271442523,0.00629298811723402,0.0793283563250495,0.96,0.00795787482561505,1.00034316314071,1.00186184163456,6781.20080245216,1
500,"gamma13",0.8,100,0.760573762156189,0.101316262377661,0.10151152507442,-0.0394262378438114,-0.0492827973047643,0.0117167634024741,0.108243999383218,0.9,0.0101316262377661,1.00052543657289,1.00268611376941,4754.00317067317,1
500,"gamma23",0.5,100,0.470036297378153,0.116723867231438,0.123701545087603,-0.0299637026218472,-0.0599274052436944,0.0143860400444583,0.119941819414491,0.94,0.0116723867231438,1.00027637412566,1.00090283196888,8565.94035024938,1
